611,64805
612,64809
613,64801
614,64807
615,64805
616,64801
617,64797
618,64800
619,64802
620,64794
621,64795
622,64792
623,64802
624,64787
625,64784
626,64794
627,64783
628,64786
629,64785
630,64790
631,64772
632,64774
633,64758
634,64760
635,64764
636,64762
637,64764
638,64755
639,64759
640,64744
641,64748
642,64745
643,64748
644,64740
645,64734
646,64738
647,64740
648,64745
649,64733
650,64728
651,64734
652,64723
653,64726
654,64726
655,64720
656,64712
657,64711
658,64703
659,64691
660,64688
661,64680
662,64673
663,64669
664,64664
665,64664
666,64655
667,64653
668,64643
669,64640
670,64641
671,64637
672,64624
673,64607
674,64600
675,64592
676,64574
677,64570
678,64540
679,64530
680,64524
681,64513
682,64492
683,64474
684,64458
685,64434
686,64407
687,64396
688,64387
689,64368
690,64340
691,64336
692,64328
693,64316
694,64285
695,64273
696,64256
697,64228
698,64205
699,64192
700,64217
701,64206
702,64217
703,64246
704,64280
705,64336
706,64366
707,64380
708,64397
709,64399
710,64417
711,64410
712,64416
713,64426
714,64430
715,64428
716,64438
717,64425
718,64429
719,64437
720,64429
721,64437
722,64436
723,64435
724,64434
725,64439
726,64435
727,64444
728,64428
729,64430
730,64428
731,64444
732,64436
733,64441
734,64431
735,64436
736,64431
737,64439
738,64424
739,64432
740,64430
741,64439
742,64438
743,64439
744,64435
745,64434
746,64431
747,64443
748,64442
749,64437
750,64442
751,64437
752,64442
753,64442
754,64438
755,64433
756,64443
757,64432
758,64436
759,64429
760,64437
761,64437
762,64450
763,64439
764,64442
765,64434
766,64444
767,64446
768,64444
769,64437
770,64444
771,64454
772,64455
773,64444
774,64442
775,64451
776,64446
777,64448
778,64439
779,64441
780,64447
781,64440
782,64446
783,64446
784,64446
785,64445
786,64444
787,64450
788,64445
789,64453
790,64453
791,64438
792,64449
793,64449
794,64451
795,64455
796,64454
797,64449
798,64449
799,64446
800,64458
801,64446
802,64463
803,64450
804,64454
805,64458
806,64459
807,64454
808,64458
809,64454
810,64466
811,64449
812,64463
813,64453
814,64459
815,64455
816,64461
817,64459
818,64458
819,64452
820,64462
821,64463
822,64458
823,64463
824,64466
825,64463
826,64463
827,64464
828,64461
829,64464
830,64470
831,64464
832,64467
833,64466
834,64469
835,64460
836,64476
837,64477
838,64476
839,64469
840,64475
841,64467
842,64468
843,64473
844,64476
845,64477
846,64475
847,64479
848,64484
849,64484
850,64479
851,64481
852,64477
853,64482
854,64475
855,64488
856,64485
857,64482
858,64483
859,64489
860,64487
861,64490
862,64486
863,64498
864,64488
865,64497
866,64501
867,64496
868,64491
869,64501
870,64498
871,64497
872,64494
873,64488
874,64495
875,64492
876,64493
877,64500
878,64503
879,64499
880,64496
881,64508
882,64495
883,64486
884,64501
885,64505
886,64514
887,64514
888,64503
889,64495
890,64504
891,64502
892,64507
893,64501
894,64520
895,64507
896,64506
897,64508
898,64501
899,64509
900,64516
901,64520
902,64514
903,64512
904,64515
905,64511
906,64513
907,64517
908,64518
909,64516
910,64520
911,64526
912,64523
913,64527
914,64524
915,64518
916,64528
917,64525
918,64522
919,64527
920,64525
921,64523
922,64524
923,64523
924,64534
925,64524
926,64525
927,64532
928,64530
929,64527
930,64527
931,64534
932,64528
933,64528
934,64541
935,64535
936,64545
937,64534
938,64532
939,64547
940,64535
941,64550
942,64533
943,64541
944,64545
945,64549
946,64545
947,64542
948,64545
949,64547
950,64547
951,64547
952,64554
953,64546
954,64554
955,64551
956,64561
957,64552
958,64544
959,64553
960,64551
961,64554
962,64558
963,64558
964,64555
965,64553
966,64563
967,64562
968,64555
969,64551
970,64569
971,64564
972,64553
973,64567
974,64565
975,64564
976,64565
977,64559
978,64564
979,64570
980,64558
981,64566
982,64574
983,64566
984,64573
985,64568
986,64571
987,64558
988,64579
989,64568
990,64574
991,64576
992,64575
993,64575
994,64576
995,64574
996,64582
997,64583
998,64584
999,64583
1000,64585
1001,64575
1002,64588
1003,64583
1004,64582
1005,64584
1006,64589
1007,64594
1008,64591
1009,64583
1010,64589
1011,64587
1012,64597
1013,64591
1014,64579
1015,64594
1016,64589
1017,64596
1018,64593
1019,64598
1020,64592
1021,64597
1022,64600
1023,64595
1024,64599
1025,64604
1026,64597
1027,64597
1028,64606
1029,64599
1030,64596
1031,64602
1032,64598
1033,64608
1034,64602
1035,64598
1036,64609
1037,64605
1038,64600
1039,64605
1040,64604
1041,64599
1042,64603
1043,64605
1044,64607
1045,64608
1046,64606
1047,64610
1048,64609
1049,64605
1050,64609
1051,64610
1052,64607
1053,64623
1054,64611
1055,64620
1056,64619
1057,64604
1058,64618
1059,64621
1060,64614
1061,64611
1062,64617
1063,64619
1064,64610
1065,64635
1066,64625
1067,64618
1068,64611
1069,64625
1070,64626
1071,64617
1072,64625
1073,64618
1074,64619
1075,64620
1076,64629
1077,64623
1078,64625
1079,64615
1080,64628
1081,64619
1082,64619
1083,64619
1084,64626
1085,64617
1086,64620
1087,64616
1088,64634
1089,64632
1090,64628
1091,64626
1092,64634
1093,64635
1094,64635
1095,64631
1096,64633
1097,64630
1098,64635
1099,64623
1100,64645
1101,64622
1102,64634
1103,64635
1104,64635
1105,64632
1106,64637
1107,64640
1108,64633
1109,64638
1110,64634
1111,64642
1112,64631
1113,64638
1114,64631
1115,64634
1116,64642
1117,64635
1118,64638
1119,64642
1120,64639
1121,64642
1122,64641
1123,64648
1124,64648
1125,64634
1126,64637
1127,64643
1128,64642
1129,64640
1130,64640
1131,64640
1132,64635
1133,64645
1134,64648
1135,64647
1136,64656
1137,64641
1138,64649
1139,64643
1140,64645
1141,64642
1142,64652
1143,64647
1144,64644
1145,64652
1146,64656
1147,64657
1148,64649
1149,64651
1150,64645
1151,64653
1152,64656
1153,64649
1154,64658
1155,64662
1156,64661
1157,64648
1158,64646
1159,64653
1160,64652
1161,64654
1162,64651
1163,64653
1164,64649
1165,64650
1166,64650
1167,64646
1168,64656
1169,64656
1170,64659
1171,64655
1172,64655
1173,64650
1174,64654
1175,64651
1176,64655
1177,64657
1178,64656
1179,64647
1180,64655
1181,64659
1182,64656
1183,64650
1184,64654
1185,64650
1186,64651
1187,64651
1188,64650
1189,64653
1190,64650
1191,64648
1192,64656
1193,64656
1194,64650
1195,64658
1196,64651
1197,64652
1198,64661
1199,64658
1200,64655
1201,64649
1202,64659
1203,64648
1204,64659
1205,64648
1206,64653
1207,64661
1208,64652
1209,64645
1210,64667
1211,64659
1212,64652
1213,64658
1214,64661
1215,64652
1216,64654
1217,64658
1218,64656
1219,64650
1220,64648
1221,64661
1222,64658
1223,64652
1224,64655
1225,64661
1226,64667
1227,64660
1228,64656
1229,64660
1230,64665
1231,64658
1232,64662
1233,64662
1234,64662
1235,64657
1236,64654
1237,64652
1238,64658
1239,64655
1240,64659
1241,64656
1242,64652
1243,64656
1244,64664
1245,64648
1246,64655
1247,64652
1248,64658
1249,64657
1250,64659
1251,64651
1252,64658
1253,64649
1254,64659
1255,64664
1256,64666
1257,64659
1258,64656
1259,64657
1260,64661
1261,64655
1262,64663
1263,64663
1264,64654
1265,64660
1266,64660
1267,64656
1268,64667
1269,64659
1270,64666
1271,64660
1272,64666
1273,64659
1274,64657
1275,64658
1276,64659
1277,64661
1278,64654
1279,64658
1280,64659
1281,64658
1282,64656
1283,64657
1284,64657
1285,64658
1286,64656
1287,64662
1288,64663
1289,64663
1290,64658
1291,64656
1292,64663
1293,64659
1294,64659
1295,64664
1296,64662
1297,64664
1298,64662
1299,64664
1300,64664
1301,64657
1302,64654
1303,64662
1304,64668
1305,64671
1306,64654
1307,64657
1308,64662
1309,64654
1310,64655
1311,64663
1312,64662
1313,64654
1314,64659
1315,64666
1316,64665
1317,64658
1318,64669
1319,64668
1320,64665
1321,64670
1322,64661
1323,64659
1324,64664
1325,64664
1326,64658
1327,64665
1328,64655
1329,64666
1330,64664
1331,64660
1332,64665
1333,64662
1334,64665
1335,64668
1336,64666
1337,64666
1338,64670
1339,64660
1340,64657
1341,64652
1342,64670
1343,64667
1344,64670
1345,64669
1346,64661
1347,64667
1348,64662
1349,64664
1350,64664
1351,64672
1352,64659
1353,64658
1354,64665
1355,64660
1356,64664
1357,64670
1358,64673
1359,64664
1360,64659
1361,64672
1362,64669
1363,64665
1364,64659
1365,64664
1366,64668
1367,64661
1368,64670
1369,64666
1370,64663
1371,64673
1372,64662
1373,64669
1374,64664
1375,64670
1376,64671
1377,64670
1378,64663
1379,64665
1380,64663
1381,64668
1382,64671
1383,64667
1384,64664
1385,64668
1386,64679
1387,64673
1388,64663
1389,64671
1390,64669
1391,64667
1392,64659
1393,64671
1394,64672
1395,64670
1396,64667
1397,64662
1398,64665
1399,64664
1400,64666
1401,64659
1402,64676
1403,64668
1404,64668
1405,64669
1406,64662
1407,64673
1408,64669
1409,64677
1410,64664
1411,64667
1412,64669
1413,64668
1414,64670
1415,64677
1416,64667
1417,64663
1418,64669
1419,64662
1420,64672
1421,64671
1422,64678
1423,64668
1424,64673
1425,64672
1426,64664
1427,64664
1428,64679
1429,64667
1430,64671
1431,64682
1432,64659
1433,64674
1434,64670
1435,64662
1436,64676
1437,64667
1438,64667
1439,64679
1440,64666
1441,64669
1442,64669
1443,64668
1444,64675
1445,64675
1446,64668
1447,64670
1448,64663
1449,64663
1450,64668
1451,64678
1452,64665
1453,64667
1454,64673
1455,64665
1456,64662
1457,64676
1458,64672
1459,64678
1460,64674
1461,64670
1462,64672
1463,64670
1464,64668
1465,64667
1466,64672
1467,64678
1468,64671
1469,64671
1470,64678
1471,64679
1472,64666
1473,64667
1474,64678
1475,64669
1476,64670
1477,64677
1478,64675
1479,64660
1480,64665
1481,64672
1482,64672
1483,64674
1484,64675
1485,64669
1486,64675
1487,64676
1488,64670
1489,64666
1490,64679
1491,64665
1492,64675
1493,64668
1494,64670
1495,64671
1496,64676
1497,64666
1498,64680
1499,64678
