0,65004
1,64995
2,64989
3,64999
4,65003
5,64996
6,65000
7,64998
8,64991
9,64987
10,65001
11,65005
12,64993
13,65002
14,64995
15,65002
16,65001
17,64998
18,64993
19,65000
20,64997
21,64993
22,65000
23,64998
24,65007
25,65000
26,64994
27,65002
28,65005
29,64997
30,65002
31,64997
32,65006
33,65002
34,64999
35,65001
36,65004
37,64996
38,65000
39,64998
40,64998
41,65003
42,65004
43,65001
44,65008
45,64994
46,64990
47,65000
48,65004
49,65001
50,64988
51,64996
52,65011
53,65007
54,65000
55,65003
56,64999
57,64988
58,65003
59,64991
60,64994
61,65002
62,64996
63,65006
64,65004
65,64998
66,64998
67,64994
68,64990
69,65002
70,65003
71,64999
72,64993
73,65003
74,64993
75,64998
76,65006
77,65000
78,64997
79,64997
80,64999
81,65007
82,65003
83,64990
84,65004
85,64994
86,64999
87,65000
88,65004
89,65008
90,65003
91,65003
92,65001
93,64995
94,64989
95,65004
96,65000
97,65003
98,65005
99,65001
100,65001
101,65006
102,65001
103,65003
104,64994
105,65003
106,65004
107,64997
108,64996
109,64997
110,65006
111,65000
112,64996
113,65012
114,64999
115,64997
116,65005
117,65002
118,64994
119,64999
120,65003
121,64997
122,65009
123,65005
124,64999
125,64998
126,64997
127,65001
128,65007
129,64999
130,65004
131,65002
132,64998
133,65007
134,64990
135,64998
136,64999
137,65002
138,65011
139,64995
140,64997
141,65001
142,65001
143,65001
144,64996
145,65006
146,64999
147,64999
148,65001
149,64992
150,65003
151,65010
152,65012
153,65008
154,65008
155,64996
156,65004
157,64994
158,65004
159,65004
160,64998
161,64999
162,65002
163,64994
164,65001
165,65006
166,65008
167,65000
168,64999
169,65001
170,64997
171,65000
172,64996
173,65003
174,65004
175,64993
176,64995
177,65006
178,65008
179,65002
180,65006
181,65000
182,65012
183,64988
184,64999
185,65000
186,64995
187,64996
188,64996
189,64996
190,64998
191,65010
192,64999
193,64997
194,64992
195,64998
196,65010
197,65004
198,65005
199,65001
200,65012
201,64999
202,64998
203,64998
204,65000
205,65003
206,65001
207,65001
208,65002
209,64999
210,64997
211,65005
212,65002
213,65003
214,65004
215,65010
216,64993
217,65004
218,64999
219,65012
220,65004
221,65004
222,65001
223,64997
224,64997
225,65004
226,65010
227,65002
228,64996
229,65008
230,64996
231,65000
232,64992
233,65006
234,64997
235,64998
236,65000
237,64996
238,65001
239,64995
240,65006
241,64999
242,65007
243,65007
244,65012
245,64996
246,64988
247,65002
248,65002
249,64997
250,65000
251,65008
252,65004
253,65006
254,65003
255,65005
256,64995
257,64998
258,64997
259,64989
260,65001
261,65004
262,65000
263,65006
264,64995
265,64999
266,64999
267,65007
268,65001
269,65007
270,65002
271,65004
272,64986
273,64996
274,64996
275,64995
276,64999
277,64994
278,65000
279,64998
280,64998
281,65005
282,64996
283,64998
284,64997
285,65007
286,65009
287,65010
288,64989
289,65003
290,65005
291,64982
292,65006
293,65004
294,65007
295,65004
296,65004
297,64999
298,65002
299,65011
300,65003
301,65015
302,65008
303,64992
304,65000
305,65003
306,65000
307,65001
308,65010
309,64996
310,65003
311,65005
312,65001
313,64999
314,65003
315,64995
316,64999
317,64997
318,65000
319,64997
320,65006
321,64994
322,64995
323,65002
324,65002
325,64994
326,64999
327,65001
328,64998
329,65005
330,64992
331,64996
332,64999
333,64999
334,65006
335,64999
336,64994
337,64996
338,64996
339,64998
340,64998
341,65000
342,65013
343,64999
344,65001
345,65001
346,64997
347,65001
348,65006
349,64993
350,64994
351,65005
352,64990
353,65006
354,65002
355,65004
356,64997
357,65004
358,65011
359,64997
360,65001
361,64998
362,64998
363,64998
364,65005
365,65011
366,64998
367,65003
368,64998
369,65005
370,64991
371,65002
372,65002
373,65002
374,65011
375,65002
376,64987
377,65003
378,64999
379,65002
380,64999
381,65000
382,65002
383,65006
384,64999
385,64996
386,65004
387,65008
388,64995
389,64997
390,65002
391,65007
392,64999
393,65007
394,64997
395,65002
396,64997
397,64998
398,65005
399,65003
400,64997
401,65002
402,65003
403,64997
404,64991
405,65001
406,64987
407,65002
408,65009
409,65005
410,64997
411,65002
412,65010
413,65000
414,64997
415,65001
416,64996
417,65006
418,64991
419,65012
420,64997
421,65000
422,64996
423,65003
424,65005
425,65005
426,64995
427,65007
428,64997
429,65003
430,64997
431,64998
432,64996
433,65001
434,64998
435,65001
436,65001
437,64997
438,65004
439,64998
440,64995
441,64997
442,65001
443,64999
444,64999
445,64998
446,64998
447,65004
448,65002
449,65010
450,64994
451,65001
452,65004
453,65000
454,65005
455,65002
456,65000
457,65003
458,65001
459,64995
460,65001
461,65006
462,65001
463,65001
464,64995
465,64997
466,65005
467,65011
468,64999
469,65000
470,64991
471,65011
472,64998
473,64995
474,64999
475,64998
476,65003
477,65005
478,64995
479,65008
480,65003
481,65000
482,64995
483,64993
484,64999
485,65003
486,65000
487,64995
488,65002
489,64999
490,65005
491,65004
492,65004
493,65014
494,64995
495,65011
496,65001
497,64997
498,64999
499,65000
500,65005
501,65003
502,65004
503,64999
504,64999
505,65005
506,64985
507,65003
508,65000
509,64997
510,64999
511,64989
512,64998
513,65001
514,65000
515,64996
516,65001
517,64993
518,65000
519,65001
520,64995
521,64987
522,64990
523,64999
524,64992
525,64993
526,65003
527,65006
528,64995
529,64999
530,65006
531,65001
532,64992
533,64992
534,64993
535,64994
536,65000
537,64997
538,64995
539,64995
540,64998
541,64990
542,64992
543,65003
544,65002
545,65003
546,65003
547,64998
548,65002
549,64973
550,64969
551,64942
552,64915
553,64912
554,64885
555,64862
556,64861
557,64859
558,64850
559,64850
560,64838
561,64848
562,64838
563,64830
564,64825
565,64831
566,64829
567,64826
568,64830
569,64822
570,64823
571,64828
572,64844
573,64825
574,64835
575,64833
576,64843
577,64839
578,64841
579,64835
580,64840
581,64838
582,64836
583,64839
584,64843
585,64841
586,64836
587,64845
588,64844
589,64835
590,64837
591,64842
592,64839
593,64835
594,64838
595,64826
596,64821
597,64842
598,64824
599,64820
600,64820
601,64807
602,64825
603,64819
604,64810
605,64820
606,64813
607,64813
608,64814
609,64820
610,64813
